,35.346,42.386,33.306,9.0455,19.334,41.46,38.435,53.491,0.2177,17.249,44.599,48.423,13.084
,44.781,53.01,39.794,11.606,23.075,48.521,46.793,65.943,0.21868,20.298,56.617,61.227,15.417
,49.915,62.742,45.83,14.925,22.91,49.63,50.139,76.201,1.9392,16.744,64.49,69.398,18.783
,48.659,62.196,46.669,16.873,17.079,44.092,46.058,75.039,5.3534,7.6914,60.81,67.104,20.146
,46.26,59.303,45.105,16.49,14.241,38.915,43.665,71.204,5.8382,2.1393,56.363,62.024,20.237
,43.982,57.47,44.039,16.071,12.959,35.666,42.613,68.311,4.9725,3.146,52.857,59.495,19.841
,41.966,55.076,42.725,15.194,11.206,34.147,37.822,66.403,5.1037,3.7733,47.643,56.128,19.087
,40.199,53.539,41.823,14.561,11.063,33.06,35.402,65.277,5.1283,3.1097,44.876,54.439,18.569
,40.019,52.635,41.455,14.168,12.528,33.617,35.599,63.508,4.568,2.2964,43.745,53.047,18.486
,39.783,51.619,40.982,13.708,14.707,33.766,35.887,62.204,4.4062,6.193,43.943,52.469,17.778
,42.062,52.892,41.179,12.893,17.445,37.517,39.33,63.376,2.3763,11.549,47.112,54.898,17.246
,47.298,57.493,42.719,11.118,22.017,46.794,48.139,66.688,0.22758,19.061,56.26,61.823,15.887
,54.37,63.451,44.035,9.2598,25.271,59.75,60.177,71.457,0.21647,25.645,68.13,70.632,14.646
,53.354,62.221,42.061,8.0989,25.365,62.422,61.904,68.877,0.21574,26.664,69.443,69.805,12.442
,50.931,58.767,40.549,7.3739,24.419,59.91,59.245,65.264,0.21711,25.677,65.94,65.932,11.748
,47.913,55.676,38.829,7.1695,23.318,55.794,55.44,61.569,0.2156,23.906,61.646,62.125,11.177
,43.245,51.403,36.243,6.9229,22.35,49.964,50.895,56.598,0.21583,22.147,56.621,57.935,10.812
,38.702,46.055,33.877,6.7204,20.471,44.848,46.137,51.445,0.21613,20.809,50.844,52.228,10.353
,32.954,39.884,31.025,6.6964,17.286,39.145,38.047,46.356,0.21585,17.162,41.939,45.147,9.9636
,29.666,36.634,29.53,6.5173,15.612,35.887,33.385,43.874,0.21614,14.814,36.843,41.362,9.7011
,28.254,35.104,28.791,6.5186,14.888,34.739,31.369,43.005,0.21633,13.724,35.073,40.16,9.5384
,27.906,34.805,28.485,6.4047,14.746,34.855,30.706,42.818,0.2164,13.38,34.663,39.937,9.5999
,28.625,35.58,28.836,6.7574,14.869,35.648,31.262,43.869,0.21638,13.544,35.651,40.803,10.02
,31.099,37.771,30.446,7.7384,16.103,38.291,33.662,47.301,0.21656,14.695,38.968,43.501,11.223
,37.728,44.297,34.396,9.4619,19.322,45.563,41.008,56.229,0.21722,18.053,47.393,51.594,13.263
,47.815,55.382,41.486,12.258,23.377,52.855,49.973,69.237,0.21962,21.269,59.905,64.467,15.814
,52.435,64.753,47.598,15.257,22.394,53.064,53.313,79.024,1.8603,17.258,67.132,72.996,18.491
,51.306,63.234,48.283,17.355,17,46.639,49.098,78.149,5.9234,8.246,62.822,70.579,21.424
,49.01,60.661,46.996,17.351,14.289,41.677,44.949,74.026,6.1435,1.6361,58.05,65.304,22.093
,45.373,58.651,45.19,16.746,12.414,37.256,40.685,69.447,5.6625,2.8196,53.013,59.581,21.593
,42.26,55.826,43.86,15.701,10.734,34.762,35.975,67.19,5.3565,5.2275,46.997,55.028,21.043
,40.28,53.713,42.454,14.854,10.463,32.447,32.973,66.641,5.2181,5.5126,43.123,52.396,20.069
